ranking	entrez_id
698	57214
699	7869
700	79109
701	79095
702	1627
703	11031
704	93487
705	8644
706	4515
707	29881
708	4200
709	85437
710	284349
711	84000
712	3225
713	5997
714	157695
715	1509
716	1004
717	84517
718	10077
719	23281
720	6294
721	8437
722	2495
723	7586
724	8711
725	54901
726	9258
727	25776
728	1000
729	9781
730	79630
731	83595
732	687
733	79591
734	60626
735	55007
736	85364
737	79370
738	7643
739	25854
740	5507
741	2295
742	7026
743	6414
744	25893
745	5566
746	54520
747	285203
748	1946
749	81688
750	2625
751	440026
752	134218
753	10481
754	2199
755	374569
756	3181
757	29964
758	623
759	5481
760	4314
761	114881
762	9590
763	81539
764	254158
765	283489
766	9074
767	6617
768	54933
769	8364
770	91156
771	10234
772	145864
773	30818
774	4091
775	10418
776	2882
777	5499
778	374918
779	8554
780	54979
781	80008
782	7104
783	23266
784	135138
785	26499
786	8506
787	121793
788	10371
789	10020
790	6650
791	1768
792	6441
793	7345
794	57461
795	7879
796	7022
797	152559
798	4811
799	6769
800	23148
801	3162
802	5311
803	26269
804	112616
805	6515
806	5753
807	10561
808	80832
809	400746
810	126353
811	5948
812	10669
813	10555
814	56164
815	4856
816	23406
817	59342
818	8190
819	54676
820	8450
821	256472
822	118856
823	57415
824	7681
825	28966
826	5450
827	8829
828	55506
829	80763
830	5563
831	254531
832	55223
833	78996
834	64802
835	5792
836	92483
837	84448
838	4055
839	22928
840	387496
841	8743
842	53615
843	85013
844	6049
845	2633
846	58490
847	6331
848	3037
849	8738
850	10652
851	23554
852	8031
853	2710
854	340371
855	51294
856	93979
857	9467
858	27022
859	139735
860	222658
861	341346
862	360205
863	2877
864	640
865	10933
866	80781
867	6756
868	1427
869	256227
870	3687
871	54507
872	157285
873	10010
874	27436
875	51292
876	4882
877	481
878	84892
879	112495
880	51477
881	2300
882	10186
883	10402
884	23568
885	89790
886	84436
887	54453
888	140733
889	387763
890	306
891	7283
892	50506
893	126129
894	22944
895	81855
896	441869
897	85444
898	1238
899	5819
900	290
901	57099
902	9447
903	5919
904	221937
905	6865
906	2395
907	2687
908	3856
909	55696
910	10312
911	65980
912	8740
913	79781
914	161142
915	5866
916	9957
917	5915
918	1543
919	22821
920	50624
921	57619
922	10644
923	55240
924	81493
925	4358
926	29841
927	1743
928	5092
929	128178
930	51363
931	10329
932	84281
933	4256
934	140685
935	10785
936	79789
937	7032
938	347902
939	64708
940	6567
941	30011
942	2632
943	151306
944	11147
945	54836
946	55707
947	925
948	2353
949	53405
950	9509
951	28231
952	4325
953	10533
954	23327
955	151449
956	51092
957	2696
958	3156
959	4645
960	29785
961	11163
962	60526
963	23546
964	6789
965	27035
966	51200
967	58500
968	51176
969	10262
970	80025
971	9371
972	79705
973	5321
974	677
975	255488
976	9514
977	165829
978	342908
979	4135
980	11157
981	10150
982	122416
983	43847
984	10162
985	6372
986	6452
987	23786
988	389119
989	400745
990	10263
991	78999
992	63950
993	10509
994	1806
995	3175
996	6558
997	10052
998	55323
999	5475
1000	8839
1001	3191
1002	84709
1003	3671
1004	283375
1005	81562
1006	5447
1007	64328
1008	132430
1009	3224
1010	11234
1011	25927
1012	1912
1013	57402
1014	4881
1015	92749
1016	254251
1017	6374
1018	1287
1019	29969
1020	79070
1021	389136
1022	54733
1023	5101
1024	7504
1025	64285
1026	64577
1027	4919
1028	26507
1029	9965
1030	10317
1031	64856
1032	29995
1033	9358
1034	25907
1035	1466
1036	3201
1037	57419
1038	23102
1039	7701
1040	79694
1041	10409
1042	29802
1043	10435
1044	55765
1045	84223
1046	147372
1047	140766
1048	8892
1049	8869
1050	5872
1051	1973
1052	989
1053	268
1054	51540
1055	8612
1056	119467
1057	22981
1058	5603
1059	55653
1060	81605
1061	54495
1062	11067
1063	57333
1064	2239
1065	824
1066	5653
1067	221150
1068	57125
1069	6446
1070	145748
1071	123879
1072	79571
1073	4010
1074	7762
1075	23370
1076	22841
1077	6251
1078	23200
1079	9644
1080	3628
1081	1176
1082	79990
1083	4691
1084	54877
1085	138429
1086	7111
1087	54436
1088	85477
1089	8701
1090	10736
1091	64399
1092	9647
1093	2264
1094	2825
1095	3491
1096	140862
1097	3855
1098	23085
1099	84273
1100	2730
1101	5810
1102	3053
1103	11080
1104	127018
1105	8395
1106	976
1107	284656
1108	259230
1109	201163
1110	133308
1111	3672
1112	2280
1113	23409
1114	10331
1115	65999
1116	79446
1117	5742
1118	6793
1119	7439
1120	4082
1121	26261
1122	5961
1123	1510
1124	80833
1125	79840
1126	4957
1127	23016
1128	3575
1129	5794
1130	23478
1131	79573
1132	667
1133	93621
1134	2773
1135	340485
1136	55041
1137	54059
1138	3075
1139	11135
1140	10874
1141	896
1142	3233
1143	158046
1144	1909
1145	8406
1146	166614
1147	64167
1148	4088
1149	125965
1150	84872
1151	4017
1152	83935
1153	1602
1154	10256
1155	9343
1156	57523
1157	57198
1158	64866
1159	51450
1160	3991
1161	57579
1162	147495
1163	54855
1164	59352
1165	57701
1166	93517
1167	128637
1168	79661
1169	163255
1170	254102
1171	131450
1172	54742
1173	85415
1174	340348
1175	6917
1176	2122
1177	59345
1178	5308
1179	10223
1180	10224
1181	1363
1182	6913
1183	122786
1184	21
1185	3021
1186	6510
1187	3487
1188	338872
1189	9507
1190	4291
1191	118426
1192	79092
1193	678
1194	51232
1195	399668
1196	54662
1197	27032
1198	56033
1199	7474
1200	64129
1201	94005
1202	6744
1203	1594
1204	85441
1205	29944
1206	4681
1207	22800
1208	6634
1209	1801
1210	57126
1211	10410
1212	5217
1213	6469
1214	4016
1215	85417
1216	344787
1217	6659
1218	7348
1219	11226
1220	3159
1221	10376
1222	4739
1223	9245
1224	55301
1225	10411
1226	60598
1227	55211
1228	54958
1229	51177
1230	84561
1231	58526
1232	9060
1233	10370
1234	6502
1235	2119
1236	26287
1237	26234
1238	388341
1239	54345
1240	79009
1241	81606
1242	6627
1243	5295
1244	2256
1245	27113
1246	221955
1247	11158
1248	2184
1249	9181
1250	349136
1251	51285
1252	249
1253	1647
1254	26240
1255	9761
1256	3149
1257	80209
1258	8301
1259	3237
1260	3202
1261	153642
1262	11262
1263	55691
1264	10319
1265	1265
1266	3375
1267	2195
1268	154664
1269	1119
1270	5962
1271	22838
1272	7035
1273	26090
1274	161882
1275	140711
1276	28999
1277	93273
1278	79887
1279	284076
1280	27290
1281	79838
1282	133418
1283	25861
1284	7568
1285	49854
1286	1745
1287	53827
1288	196463
1289	5091
1290	27289
1291	4704
1292	284346
1293	3624
1294	84134
1295	81624
1296	4771
1297	1606
1298	83439
1299	7490
1300	55778
1301	4836
1302	23219
1303	55214
1304	494115
1305	219844
1306	10516
1307	22997
1308	84519
1309	51421
1310	25890
1311	1638
1312	1654
1313	4920
1314	64063
1315	196996
1316	7356
1317	7851
1318	83478
1319	54543
1320	4217
1321	2209
1322	7453
1323	10797
1324	389668
1325	79650
1326	84671
1327	115330
1328	387787
1329	2665
1330	10082
1331	56911
1332	6522
1333	1952
1334	23216
1335	7322
1336	7216
1337	401089
1338	23677
1339	151194
1340	55831
1341	340152
1342	1844
1343	206338
1344	113419
1345	57489
1346	160518
1347	1674
1348	9124
1349	2277
1350	53832
1351	54935
1352	171177
1353	11180
1354	161424
1355	6361
1356	11240
1357	29091
1358	6424
1359	23314
1360	374897
1361	29780
1362	10961
1363	2005
1364	55075
1365	51524
1366	4343
1367	4353
1368	54861
1369	11145
1370	5802
1371	29922
1372	10653
1373	5939
1374	1232
1375	92922
1376	284948
1377	5495
1378	8115
1379	3363
1380	55361
1381	2275
1382	57118
1383	255919
1384	3567
1385	8635
1386	284323
1387	347475
1388	123920
1389	79058
1390	23098
1391	4065
1392	5158
1393	9627
1394	5562
1395	10758
1396	80759
1397	253461
1398	6303
1399	5646
1400	3603
1401	3606
1402	163732
1403	6282
1404	56917
1405	8547
1406	27246
1407	388566
1408	167681
1409	4318
1410	2525
1411	57549
1412	3219
1413	55337
1414	132851
1415	285672
1416	6790
1417	79776
1418	7538
1419	6532
1420	8106
1421	11344
1422	79465
1423	26278
1424	8900
1425	51201
1426	4782
1427	3077
1428	5157
1429	9805
1430	2232
1431	116255
1432	112574
1433	57117
1434	169714
1435	57393
1436	64922
1437	5004
1438	2907
1439	8794
1440	130574
1441	79971
1442	843
1443	4921
1444	5711
1445	9123
1446	79173
1447	26260
1448	10642
1449	199964
1450	1676
1451	9242
1452	10920
1453	1399
1454	78992
1455	116211
1456	121274
1457	29999
1458	6389
1459	2196
1460	164091
1461	27242
1462	7291
1463	389643
1464	1871
1465	90850
1466	10125
1467	57211
1468	55698
1469	26994
1470	120224
1471	11227
1472	5654
1473	6581
1474	10841
1475	121457
1476	3983
1477	23657
1478	60481
1479	55756
1480	9368
1481	93082
1482	114991
1483	29934
1484	8559
1485	84661
1486	143678
1487	9709
1488	3592
1489	10099
1490	64744
1491	8985
1492	64127
1493	10200
1494	3875
1495	153218
1496	729288
1497	27434
1498	2151
1499	10526
1500	55588
1501	170575
1502	5537
1503	339231
1504	54431
1505	127703
1506	57045
1507	54510
1508	51249
1509	1056
1510	7103
1511	1611
1512	643866
1513	55654
1514	54946
1515	51339
1516	5523
1517	127534
1518	857
1519	3700
1520	29081
1521	7482
1522	6396
1523	92140
1524	54937
1525	6241
1526	130340
1527	246175
1528	170392
1529	54578
1530	80326
1531	60678
1532	146760
1533	55287
1534	9136
1535	197021
1536	91875
1537	60493
1538	10913
1539	1943
1540	374879
1541	79974
1542	4105
1543	115811
1544	3728
1545	2040
1546	8842
1547	55559
1548	7130
1549	29923
1550	28
1551	51371
1552	2113
1553	54557
1554	57685
1555	7134
1556	55544
1557	1193
1558	9054
1559	51090
1560	245812
1561	4323
1562	123283
1563	57716
1564	6927
1565	54550
1566	1075
1567	23105
1568	84232
1569	63895
1570	118987
1571	84952
1572	253512
1573	3223
1574	10161
1575	134510
1576	51593
1577	60370
1578	400713
1579	55760
1580	3960
1581	10279
1582	10168
1583	3371
1584	203859
1585	22993
1586	64411
1587	84216
1588	3801
1589	8092
1590	124220
1591	79582
1592	93129
1593	493861
1594	5731
1595	9308
1596	130355
1597	6288
1598	83692
1599	5806
1600	5079
1601	11037
1602	493869
1603	152
1604	10910
1605	9080
1606	25855
1607	92979
1608	284307
1609	8312
1610	80115
1611	220323
1612	8242
1613	7871
1614	79072
1615	6689
1616	7096
1617	8228
1618	29957
1619	25950
1620	374378
1621	83861
1622	3554
1623	6884
1624	9855
1625	54859
1626	2131
1627	6047
1628	6170
1629	29121
1630	9605
1631	3956
1632	5151
1633	10197
1634	387521
1635	7093
1636	165
1637	6911
1638	121260
1639	636
1640	55203
1641	1969
1642	255783
1643	8835
1644	3008
1645	4862
1646	115677
1647	8462
1648	51678
1649	9315
1650	5080
1651	57010
1652	131408
1653	55262
1654	5740
1655	8876
1656	54845
1657	8038
1658	136
1659	2052
1660	10381
1661	9019
1662	6612
1663	608
1664	57209
1665	259307
1666	3565
1667	283106
1668	285195
1669	6300
1670	171024
1671	8724
1672	6455
1673	3419
1674	6369
1675	7048
1676	8942
1677	54472
1678	5277
1679	22934
1680	501
1681	55862
1682	339416
1683	56288
1684	90411
1685	284297
1686	92345
1687	2804
1688	54509
1689	6035
1690	23301
1691	9885
1692	115265
1693	374900
1694	151556
1695	169270
1696	80270
1697	2888
1698	5533
1699	688
1700	80032
1701	9919
1702	55129
1703	10614
1704	2535
1705	25902
1706	285761
1707	4478
1708	79174
1709	3200
1710	10903
1711	57406
1712	7417
1713	79983
1714	2070
1715	1503
1716	2982
1717	100130933
1718	6301
1719	6645
1720	9180
1721	53836
1722	5335
1723	54922
1724	2098
1725	221785
1726	9364
1727	51481
1728	10962
1729	2735
1730	152078
1731	55810
1732	79962
1733	1288
1734	94031
1735	3189
1736	2591
1737	141
1738	124961
1739	22948
1740	64901
1741	10742
1742	57587
1743	153830
1744	373156
1745	388743
1746	89944
1747	9049
1748	55852
1749	4048
1750	29071
1751	1951
1752	55884
1753	23253
1754	81569
1755	1601
1756	3340
1757	1295
1758	8476
1759	440836
1760	9753
1761	1281
1762	6905
1763	90529
1764	83930
1765	9133
1766	26088
1767	113115
1768	388610
1769	2355
1770	1374
1771	3329
1772	55321
1773	7165
1774	5351
1775	7633
1776	3002
1777	253832
1778	541565
1779	10184
1780	27347
1781	10982
1782	4354
1783	57047
1784	162967
1785	91828
1786	119392
1787	388507
1788	147138
1789	5918
1790	6375
1791	117156
1792	444
1793	1896
1794	2941
1795	4940
1796	23451
1797	84626
1798	900
1799	120071
1800	644844
1801	81794
1802	51274
1803	5813
1804	5924
1805	8828
1806	1291
1807	23094
1808	6232
1809	163059
1810	6274
1811	51393
1812	8460
1813	54936
1814	144983
1815	9424
1816	221002
1817	196
1818	168455
1819	3229
1820	254827
1821	116535
1822	142689
1823	57552
1824	55734
1825	3776
1826	8692
1827	10045
1828	10217
1829	55034
1830	400954
1831	2944
1832	1796
1833	4850
1834	3790
1835	401548
1836	253982
1837	9411
1838	3820
1839	26037
1840	6725
1841	79134
1842	23265
1843	9654
1844	56882
1845	3150
1846	57336
1847	4973
1848	222183
1849	23169
1850	8542
1851	10799
1852	23187
1853	55357
1854	152189
1855	55845
1856	2744
1857	4113
1858	8678
1859	5228
1860	4507
1861	2250
1862	25758
1863	58489
1864	11065
1865	57104
1866	9905
1867	8677
1868	54534
1869	311
1870	6615
1871	140460
1872	83606
1873	79029
1874	2531
1875	2768
1876	3784
1877	54831
1878	9615
1879	3171
1880	79187
1881	134353
1882	4148
1883	10763
1884	9122
1885	8131
1886	10538
1887	23408
1888	4109
1889	63926
1890	353500
1891	581
1892	666
1893	6497
1894	84992
1895	6256
1896	388115
1897	23563
1898	339977
1899	10251
1900	353376
1901	9111
1902	55083
1903	56270
1904	65125
1905	284114
1906	51382
1907	94134
1908	9653
1909	1838
1910	55245
1911	55791
1912	59274
1913	79722
1914	5604
1915	8564
1916	5118
1917	164781
1918	23645
1919	7060
1920	51646
1921	6335
1922	5328
1923	11011
1924	150368
1925	51438
1926	55106
1927	5270
1928	11035
1929	159195
1930	25945
1931	79616
1932	6183
1933	137797
1934	55890
1935	11040
1936	157574
1937	7873
1938	2153
1939	7316
1940	89958
1941	7368
1942	139324
1943	201191
1944	7265
1945	134145
1946	27075
1947	85453
1948	10893
1949	2312
1950	145389
1951	7444
1952	3566
1953	56935
1954	51637
1955	5396
1956	91851
1957	91179
1958	135250
1959	253725
1960	3824
1961	1723
1962	646643
1963	57088
1964	9541
1965	8477
1966	10650
1967	4907
1968	55130
1969	2850
1970	3887
1971	84923
1972	57722
1973	56129
1974	550631
1975	51303
1976	8519
1977	135293
1978	9837
1979	9695
1980	3110
1981	11165
1982	79832
1983	4582
1984	6836
1985	4430
1986	5239
1987	80024
1988	51666
1989	90956
1990	22795
1991	90196
1992	85027
1993	56998
1994	2921
1995	54552
1996	4257
1997	4071
1998	219402
1999	2590
2000	51561
2004	274
2004	23580
2004	89792
2004	11275
2008	2887
2008	345778
2008	79596
2008	7321
2012	83543
2012	121355
2012	5600
2012	6690
2016	9167
2016	10170
2016	5783
2016	57167
2020	440603
2020	151050
2020	79714
2020	128866
2024	84883
2024	27237
2024	158584
2024	56169
2028	312
2028	126868
2028	9462
2028	129685
2032	3678
2032	744
2032	54414
2032	4070
2036	54065
2036	89857
2036	5598
2036	415117
2040	1236
2040	25932
2040	55332
2040	9611
2044	100129792
2044	1628
2044	6199
2044	6723
2048	2548
2048	3428
2048	10942
2048	6768
2052	51170
2052	441478
2052	83259
2052	140545
2056	57538
2056	92737
2056	9970
2056	7718
2060	27245
2060	65062
2060	57124
2060	1840
2064	728747
2064	8639
2064	2073
2064	644538
2068	81035
2068	3176
2068	5793
2068	64080
2072	392509
2072	2048
2072	50940
2072	55625
2076	339366
2076	84167
2076	9941
2076	4487
2080	9657
2080	26050
2080	81848
2080	91683
2084	794
2084	23089
2084	6876
2084	10472
2088	8813
2088	2150
2088	51088
2088	7772
2092	1013
2092	22845
2092	3310
2092	54103
2096	10498
2096	2281
2096	4929
2096	285590
2100	165545
2100	54458
2100	8819
2100	90576
2104	8706
2104	55802
2104	3098
2104	8710
2108	8886
2108	2792
2108	29088
2108	84932
2112	170690
2112	3198
2112	55243
2112	55752
2116	302
2116	26112
2116	54894
2116	55959
2120	921
2120	10949
2120	8508
2120	9989
2124	3800
2124	55753
2124	254295
2124	79175
2128	10350
2128	445
2128	84173
2128	54896
2132	4330
2132	378884
2132	6091
2132	55281
2136	23119
2136	25962
2136	9633
2136	5352
2140	51094
2140	10725
2140	79905
2140	7325
2144	51665
2144	89781
2144	8739
2144	3934
2148	54069
2148	3845
2148	3872
2148	196051
2152	79065
2152	64207
2152	57332
2152	23344
2156	641371
2156	11338
2156	84327
2156	57343
2160	196883
2160	113612
2160	51562
2160	91663
2164	152137
2164	25822
2164	2100
2164	55872
2168	2042
2168	9648
2168	10404
2168	57169
2172	9907
2172	8864
2172	6646
2172	150465
2176	83638
2176	4438
2176	5355
2176	5814
2180	634
2180	2624
2180	84445
2180	9961
2184	8532
2184	112399
2184	28511
2184	5630
2188	10686
2188	3339
2188	23012
2188	199704
2192	151188
2192	63951
2192	79180
2192	7673
2196	55107
2196	23780
2196	27040
2196	4152
2200	9645
2200	375033
2200	55343
2200	340554
2204	90865
2204	64091
2204	374395
2204	7389
2208	50846
2208	2303
2208	387755
2208	29066
2212	57194
2212	9452
2212	441294
2212	4642
2216	241
2216	283537
2216	8803
2216	55255
2220	27063
2220	4616
2220	9221
2220	6217
2224	669
2224	283316
2224	200407
2224	51575
2228	8999
2228	196335
2228	150696
2228	9966
2232	607
2232	60681
2232	7050
2232	55279
2236	79866
2236	9696
2236	85440
2236	2342
2240	25941
2240	54805
2240	126006
2240	57616
2244	57110
2244	23221
2244	200728
2244	8717
2248	55803
2248	387263
2248	131566
2248	220213
2252	1734
2252	84224
2252	5269
2252	6533
2256	2965
2256	11044
2256	59338
2256	64750
2260	164633
2260	654463
2260	9778
2260	7317
2264	2036
2264	10468
2264	51599
2264	388121
2268	150
2268	29108
2268	6495
2268	136853
2272	58985
2272	200916
2272	55829
2272	80775
2276	400566
2276	55603
2276	931
2276	80207
2280	196394
2280	54583
2280	27030
2280	6289
2284	80830
2284	9289
2284	113829
2284	29953
2288	55140
2288	5175
2288	57605
2288	10266
2292	55013
2292	1649
2292	2000
2292	2065
2296	71
2296	140578
2296	162461
2296	79149
2300	8165
2300	885
2300	55567
2300	84197
2304	2771
2304	5159
2304	55228
2304	286451
2308	80303
2308	79927
2308	4804
2308	93210
2312	2875
2312	219333
2312	7428
2312	148156
2316	57016
2316	920
2316	4756
2316	154807
2320	4233
2320	5017
2320	8641
2320	654790
2324	2762
2324	51147
2324	84659
2324	7039
2328	4237
2328	25797
2328	51100
2328	79674
2332	51738
2332	3083
2332	3693
2332	346389
2336	10875
2336	57620
2336	83660
2336	54621
2340	65258
2340	91433
2340	9748
2340	6675
2344	763
2344	58513
2344	55613
2344	9253
2348	58527
2348	2253
2348	2296
2348	80817
2352	3183
2352	3512
2352	89874
2352	27348
2356	10042
2356	3911
2356	81857
2356	339665
2360	25874
2360	79098
2360	55686
2360	339403
2364	930
2364	933
2364	10568
2364	57522
2368	23438
2368	3294
2368	118788
2368	10981
2372	79695
2372	9856
2372	221935
2372	10494
2376	32
2376	284071
2376	220064
2376	81849
2380	1857
2380	3837
2380	29107
2380	647087
2384	6563
2384	7042
2384	80723
2384	7375
2388	1292
2388	10656
2388	157506
2388	7178
2392	56943
2392	146330
2392	55502
2392	83442
2396	10036
2396	27295
2396	9830
2396	51276
2400	120376
2400	51527
2400	29925
2400	54741
2404	140461
2404	151963
2404	8887
2404	3604
2408	5251
2408	8601
2408	8742
2408	83549
2412	684
2412	9766
2412	55652
2412	6483
2416	57666
2416	51144
2416	357
2416	6668
2420	283254
2420	81631
2420	26095
2420	399474
2424	441518
2424	9945
2424	9991
2424	222643
2428	753
2428	79669
2428	2159
2428	11311
2432	3726
2432	4000
2432	53407
2432	7247
2436	10566
2436	171484
2436	8195
2436	51375
2440	283373
2440	9620
2440	84734
2440	7429
2444	1573
2444	56101
2444	140809
2444	7360
2448	10970
2448	8996
2448	55276
2448	5360
2452	146225
2452	57120
2452	661
2452	80700
2456	83605
2456	9182
2456	114801
2456	155382
2460	116151
2460	4825
2460	5629
2460	643394
2464	55750
2464	23176
2464	7005
2464	57507
2468	55179
2468	9585
2468	7068
2468	9525
2472	221
2472	83737
2472	9445
2472	29761
2476	554
2476	84984
2476	25973
2476	8671
2480	79850
2480	29933
2480	4603
2480	10237
2484	8857
2484	3600
2484	4837
2484	5549
2488	138241
2488	10491
2488	7293
2488	60487
2492	5188
2492	9986
2492	91151
2492	92162
2496	11133
2496	55714
2496	114876
2496	54873
2500	832
2500	113174
2500	60682
2500	10971
2504	10218
2504	84529
2504	9976
2504	1968
2508	116988
2508	144501
2508	79652
2508	29896
2512	222662
