ranking	entrez_id
619	60626
619	6138
619	6193
619	6273
619	6286
619	6289
619	6455
619	6493
619	654790
619	6623
619	6640
619	6714
619	6895
619	6917
619	7122
619	727
619	729359
619	745
619	78989
619	79050
619	790955
619	79180
619	828
619	83706
619	84798
619	85364
619	8673
619	8892
619	90701
619	928
619	94031
619	9467
619	954
619	9541
619	9572
619	9590
619	9611
619	966
619	976
619	9935
744	100133941
744	10020
744	10180
744	10263
744	10411
744	10573
744	10763
744	10942
744	11142
744	11275
744	113246
744	115908
744	1277
744	1329
744	147920
744	150696
744	1520
744	153218
744	1734
744	1915
744	21
744	2131
744	2207
744	2295
744	2355
744	23593
744	23641
744	256691
744	25894
744	25907
744	25911
744	2593
744	259307
744	2597
744	25987
744	2669
744	26872
744	27068
744	27295
744	2744
744	2766
744	284340
744	29108
744	29941
744	3202
744	3216
744	3487
744	3491
744	3512
744	3606
744	3851
744	3855
744	387509
744	3897
744	391
744	399664
744	4059
744	4069
744	4322
744	4323
744	4681
744	4900
744	51171
744	5118
744	51690
744	5354
744	54555
744	54829
744	55013
744	55343
744	5549
744	5552
744	55652
744	55752
744	5584
744	56288
744	5636
744	5655
744	56667
744	57451
744	58477
744	5880
744	60598
744	6143
744	6191
744	6227
744	6404
744	64129
744	642658
744	64359
744	6468
744	64747
744	6495
744	652
744	688
744	7025
744	7031
744	7035
744	7080
744	7097
744	7138
744	728
744	770
744	79625
744	79887
744	79919
744	80115
744	80271
744	81502
744	81562
744	81569
744	83786
744	84231
744	84445
744	84518
744	8460
744	8644
744	874
744	8743
744	9249
744	9322
744	9466
744	9509
744	9797
744	9997
869	1
869	10170
869	10247
869	10370
869	10400
869	1048
869	10501
869	1056
869	1075
869	10841
869	10874
869	11007
869	11135
869	11317
869	116092
869	117581
869	118471
869	118881
869	123264
869	1346
869	1358
869	145741
869	1475
869	1500
869	150472
869	1521
869	1796
869	1825
869	1839
869	203069
869	2098
869	2147
869	2166
869	2182
869	2232
869	2244
869	2246
869	2266
869	2318
869	23219
869	2621
869	2706
869	27329
869	284111
869	29097
869	2938
869	3002
869	3039
869	3083
869	3170
869	335
869	347
869	3484
869	3860
869	387680
869	387763
869	388533
869	3945
869	3960
869	4070
869	4103
869	4125
869	4143
869	414919
869	4192
869	4313
869	441869
869	4485
869	4493
869	4637
869	5017
869	50506
869	51148
869	51382
869	514
869	521
869	53833
869	54345
869	54814
869	54866
869	56172
869	57099
869	5745
869	57664
869	59
869	6134
869	6217
869	6237
869	6301
869	6320
869	64222
869	6462
869	668
869	6703
869	677
869	683
869	7018
869	7032
869	7050
869	719
869	72
869	7423
869	7448
869	79644
869	79990
869	80255
869	81894
869	8263
869	83595
869	83855
869	83877
869	84283
869	84298
869	8836
869	8876
869	8900
869	8935
869	9049
869	90507
869	9267
869	9361
869	939
869	9535
869	9635
869	9741
1369	100
1369	10008
1369	1009
1369	101
1369	10134
1369	10162
1369	10181
1369	10209
1369	10232
1369	10276
1369	10289
1369	10360
1369	10391
1369	10409
1369	10435
1369	10551
1369	10581
1369	10613
1369	10637
1369	10653
1369	10677
1369	10686
1369	10868
1369	10870
1369	10903
1369	10957
1369	10970
1369	10981
1369	11005
1369	11010
1369	11147
1369	11199
1369	11227
1369	11321
1369	11330
1369	11341
1369	113655
1369	113763
1369	113791
1369	114822
1369	114904
1369	116151
1369	116211
1369	116362
1369	116535
1369	1193
1369	119710
1369	120071
1369	1212
1369	123920
1369	126393
1369	1278
1369	127845
1369	128240
1369	128346
1369	1289
1369	1290
1369	130497
1369	133
1369	134
1369	1356
1369	135932
1369	1366
1369	1399
1369	140465
1369	140862
1369	1435
1369	144699
1369	144717
1369	1454
1369	1487
1369	149466
1369	150
1369	150368
1369	1508
1369	151516
1369	1558
1369	1571
1369	157506
1369	1593
1369	1606
1369	1628
1369	162989
1369	1635
1369	164091
1369	1645
1369	170622
1369	171177
1369	1750
1369	1806
1369	1880
1369	1890
1369	192286
1369	1947
1369	197
1369	1974
1369	1978
1369	200916
1369	2056
1369	2139
1369	217
1369	2184
1369	2191
1369	219348
1369	2203
1369	222643
1369	2277
1369	2280
1369	22809
1369	2286
1369	22877
1369	2297
1369	2300
1369	23135
1369	2315
1369	23194
1369	23221
1369	2324
1369	23301
1369	23313
1369	23462
1369	23479
1369	2348
1369	2353
1369	23551
1369	23646
1369	23659
1369	23670
1369	23780
1369	245812
1369	2519
1369	2525
1369	2537
1369	254531
1369	256281
1369	2584
1369	25878
1369	25903
1369	2591
1369	25941
1369	2596
1369	26090
1369	2619
1369	26232
1369	26256
1369	2626
1369	2627
1369	26502
1369	26508
1369	27043
1369	27074
1369	27106
1369	27111
1369	27129
1369	27237
1369	27289
1369	2731
1369	27332
1369	27350
1369	27351
1369	2787
1369	282991
1369	283208
1369	283991
1369	284361
1369	2870
1369	2878
1369	2896
1369	28974
1369	2941
1369	29802
1369	29919
1369	29995
1369	30
1369	3012
1369	3014
1369	3037
1369	3053
1369	307
1369	3078
1369	308
1369	30836
1369	30848
1369	311
1369	3149
1369	3234
1369	3371
1369	339231
1369	3426
1369	342897
1369	3459
1369	348093
1369	3486
1369	3575
1369	3588
1369	3601
1369	3627
1369	3655
1369	3726
1369	375757
1369	3801
1369	3853
1369	3861
1369	387496
1369	3875
1369	387521
1369	388115
1369	388561
1369	388610
1369	388650
1369	389119
1369	3898
1369	3902
1369	3911
1369	3920
1369	3930
1369	3936
1369	3990
1369	402
1369	4037
1369	4071
1369	4212
1369	4312
1369	4326
1369	4358
1369	441518
1369	4478
1369	4488
1369	4521
1369	4582
1369	4616
1369	4680
1369	4688
1369	4695
1369	4706
1369	4708
1369	4726
1369	4771
1369	481
1369	4824
1369	4833
1369	4836
1369	4913
1369	493753
1369	493869
1369	4939
1369	5055
1369	50808
1369	50848
1369	50853
1369	51076
1369	51083
1369	51155
1369	51181
1369	51226
1369	51248
1369	51303
1369	51374
1369	51393
1369	51435
1369	51526
1369	51567
1369	5159
1369	51599
1369	51605
1369	5187
1369	526
1369	5295
1369	5332
1369	53405
1369	53407
1369	5341
1369	5351
1369	5357
1369	5396
1369	54108
1369	54442
1369	54480
1369	54504
1369	54550
1369	54621
1369	54902
1369	54929
1369	54936
1369	54979
1369	55111
1369	55129
1369	55196
1369	55200
1369	55332
1369	55714
1369	55789
1369	55830
1369	5585
1369	55851
1369	55862
1369	55929
1369	55959
1369	55971
1369	5606
1369	5621
1369	5627
1369	5630
1369	56300
1369	56605
1369	56937
1369	56941
1369	57106
1369	57125
1369	57140
1369	57146
1369	5717
1369	57185
1369	57192
1369	57402
1369	57418
1369	57507
1369	5753
1369	5754
1369	57644
1369	57665
1369	5798
1369	5802
1369	5818
1369	58472
1369	58526
1369	5875
1369	5919
1369	597
1369	5973
1369	6004
1369	6036
1369	60370
1369	60681
1369	6091
1369	6133
1369	6135
1369	6168
1369	6170
1369	6183
1369	6204
1369	6206
1369	6209
1369	6234
1369	6271
1369	633
1369	6347
1369	6361
1369	6369
1369	6373
1369	6383
1369	6385
1369	63935
1369	64116
1369	6414
1369	64220
1369	64224
1369	6425
1369	643338
1369	64708
1369	64781
1369	65124
1369	6515
1369	6536
1369	6556
1369	6567
1369	6581
1369	666
1369	6675
1369	6689
1369	6697
1369	6768
1369	6793
1369	6865
1369	7004
1369	706
1369	7165
1369	718
1369	7277
1369	7325
1369	7351
1369	7356
1369	7378
1369	7408
1369	7436
1369	7538
1369	7580
1369	7805
1369	7846
1369	79085
1369	79090
1369	79152
1369	79173
1369	79630
1369	79690
1369	79746
1369	79755
1369	79784
1369	79877
1369	79956
1369	79991
1369	80024
1369	80150
1369	80176
1369	8038
1369	80818
1369	8086
1369	81035
1369	8111
1369	8115
1369	8153
1369	81550
1369	81605
1369	81706
1369	8175
1369	81855
1369	822
1369	832
1369	83443
1369	8409
1369	84259
1369	84300
1369	84337
1369	8437
1369	84561
1369	84617
1369	8476
1369	84792
1369	8482
1369	84885
1369	84951
1369	84958
1369	84969
1369	84993
1369	85013
1369	8502
1369	85027
1369	85395
1369	8542
1369	8544
1369	8568
1369	8572
1369	8623
1369	864
1369	8659
1369	8665
1369	8692
1369	871
1369	8742
1369	8795
1369	8796
1369	8803
1369	8834
1369	8857
1369	8861
1369	8933
1369	89790
1369	8985
1369	8986
1369	8996
1369	90139
1369	9022
1369	90853
1369	90871
1369	9092
1369	90956
1369	91179
1369	9123
1369	9124
1369	9130
1369	91543
1369	9167
1369	91754
1369	91782
1369	9189
1369	920
1369	9258
1369	92799
1369	93129
1369	9314
1369	9342
1369	9343
1369	9403
1369	9407
1369	9446
1369	9452
1369	948
1369	9482
1369	9516
1369	9536
1369	9553
1369	960
1369	962
1369	9636
1369	9644
1369	965
1369	9654
1369	9695
1369	9719
1369	9904
1869	10010
1869	100132247
1869	10025
1869	10063
1869	10078
1869	10123
1869	10124
1869	10126
1869	1015
1869	10150
1869	10161
1869	10174
1869	10200
1869	1026
1869	1029
1869	1030
1869	10428
1869	10490
1869	10531
1869	10542
1869	10549
1869	10584
1869	10589
1869	10591
1869	10595
1869	10626
1869	10628
1869	10632
1869	10652
1869	10755
1869	10758
1869	10769
1869	10840
1869	10907
1869	10950
1869	10960
1869	11015
1869	11041
1869	11046
1869	11123
1869	11133
1869	11145
1869	11187
1869	11240
1869	11261
1869	113026
1869	11328
1869	115019
1869	1152
1869	115817
1869	116372
1869	119467
1869	120224
1869	121355
1869	123099
1869	126328
1869	1267
1869	128077
1869	128218
1869	128272
1869	128338
1869	1295
1869	131578
1869	1361
1869	1362
1869	1365
1869	1374
1869	138716
1869	1396
1869	140467
1869	140606
1869	140823
1869	147495
1869	1476
1869	1490
1869	1497
1869	150678
1869	151011
1869	1514
1869	1515
1869	151903
1869	152
1869	152007
1869	152189
1869	1523
1869	157285
1869	1603
1869	1611
1869	1627
1869	1666
1869	1789
1869	1843
1869	1909
1869	1944
1869	1945
1869	196410
1869	200810
1869	2012
1869	2013
1869	207063
1869	211
1869	2151
1869	219
1869	220323
1869	221061
1869	221092
1869	221154
1869	221749
1869	221895
1869	22821
1869	22955
1869	2304
1869	23169
1869	2319
1869	23207
1869	23208
1869	23336
1869	23406
1869	23786
1869	253012
1869	253725
1869	255324
1869	255488
1869	256227
1869	25803
1869	25824
1869	25890
1869	25895
1869	25900
1869	25904
1869	25959
1869	25977
1869	26002
1869	26003
1869	26229
1869	26240
1869	26269
1869	2628
1869	2632
1869	26355
1869	2643
1869	26471
1869	26578
1869	2670
1869	27090
1869	27134
1869	27163
1869	27183
1869	2719
1869	27233
1869	27286
1869	2729
1869	27348
1869	2762
1869	2768
1869	2805
1869	2817
1869	283149
1869	284013
1869	284325
1869	284348
1869	284358
1869	2859
1869	286257
1869	28951
1869	28959
1869	28984
1869	290
1869	29088
1869	2921
1869	2948
1869	29920
1869	29943
1869	29950
1869	29968
1869	301
1869	3038
1869	3075
1869	30815
1869	3098
1869	3127
1869	318
1869	3215
1869	3219
1869	3235
1869	3236
1869	3339
1869	3375
1869	338692
1869	339123
1869	339456
1869	340547
1869	342667
1869	347735
1869	348262
1869	3483
1869	3552
1869	3554
1869	3557
1869	3563
1869	3626
1869	3638
1869	3661
1869	3663
1869	3698
1869	3727
1869	374378
1869	374918
1869	3868
1869	388789
1869	389203
1869	389541
1869	3931
1869	3955
1869	3957
1869	4000
1869	401466
1869	4084
1869	409
1869	410
1869	4148
1869	415116
1869	4170
1869	4199
1869	4237
1869	4255
1869	4258
1869	4324
1869	439921
1869	440387
1869	4710
1869	4747
1869	4783
1869	4814
1869	4846
1869	4907
1869	5050
1869	5091
1869	51012
1869	51035
1869	51063
1869	51090
1869	51144
1869	51176
1869	51188
1869	51200
1869	51201
1869	51249
1869	51251
1869	51257
1869	51371
1869	51372
1869	51450
1869	51466
1869	51481
1869	51527
1869	51634
1869	51738
1869	5214
1869	5217
1869	5239
1869	5264
1869	5269
1869	5297
1869	5311
1869	5318
1869	53373
1869	5340
1869	5346
1869	5358
1869	5376
1869	53832
1869	53947
1869	54331
1869	54344
1869	54453
1869	54502
1869	54512
1869	54518
1869	54552
1869	546
1869	5479
1869	54825
1869	54836
1869	54894
1869	54933
1869	54977
1869	5500
1869	55003
1869	55011
1869	55017
1869	55092
1869	5510
1869	55228
1869	55240
1869	55270
1869	55281
1869	55323
1869	55352
1869	55357
1869	55504
1869	55506
1869	55620
1869	55716
1869	5578
1869	55810
1869	55825
1869	5624
1869	56243
1869	5641
1869	5652
1869	5660
1869	56650
1869	56851
1869	5690
1869	56905
1869	56915
1869	56984
1869	56993
1869	56998
1869	57111
1869	57228
1869	5730
1869	57617
1869	57716
1869	57794
1869	57823
1869	5794
1869	5819
1869	58191
1869	5831
1869	58476
1869	58489
1869	5861
1869	5912
1869	5915
1869	5920
1869	59274
1869	5998
1869	6016
1869	6166
1869	6167
1869	6208
1869	6281
1869	6337
1869	6372
1869	63874
1869	63875
1869	639
1869	63910
1869	6397
1869	64065
1869	64285
1869	644596
1869	646627
1869	64714
1869	64748
1869	6497
1869	65003
1869	6520
1869	6525
1869	6586
1869	65979
1869	65992
1869	66005
1869	6609
1869	6615
1869	6633
1869	664
1869	6650
1869	6678
1869	6688
1869	6694
1869	6717
1869	6820
1869	6907
1869	6923
1869	6926
1869	6990
1869	7005
1869	7040
1869	7041
1869	7045
1869	7060
1869	7070
1869	7086
1869	7090
1869	7095
1869	7125
1869	7127
1869	7132
1869	7133
1869	7137
1869	716
1869	7280
1869	7293
1869	7375
1869	7391
1869	7453
1869	7481
1869	7490
1869	768
1869	79109
1869	79574
1869	79602
1869	79603
1869	79642
1869	79672
1869	7975
1869	79760
1869	79814
1869	79870
1869	800
1869	80149
1869	80183
1869	80201
1869	80209
1869	80230
1869	80301
1869	80303
1869	80381
1869	80700
1869	80820
1869	80832
1869	80896
1869	81607
1869	81618
1869	81792
1869	81848
1869	8195
1869	8241
1869	8270
1869	830
1869	8321
1869	83541
1869	83692
1869	8379
1869	83892
1869	84273
1869	84302
1869	8431
1869	84522
1869	84675
1869	84722
1869	84833
1869	84858
1869	84975
1869	84985
1869	8522
1869	8527
1869	85359
1869	85437
1869	857
1869	8575
1869	858
1869	8581
1869	8639
1869	8721
1869	8724
1869	873
1869	8733
1869	8804
1869	8871
1869	8910
1869	89122
1869	894
1869	9045
1869	90637
1869	91156
1869	9181
1869	92002
1869	9213
1869	92675
1869	92856
1869	93273
1869	93487
1869	9358
1869	93974
1869	94
1869	9420
1869	94274
1869	9435
1869	9454
1869	9507
1869	951
1869	9554
1869	956
1869	9562
1869	9588
1869	9589
1869	9612
1869	9615
1869	9616
1869	9618
1869	9678
1869	9709
1869	972
1869	9902
1869	9982
1869	9989
2369	10043
2369	10068
2369	10096
2369	10113
2369	10120
2369	1013
2369	10148
2369	10169
2369	10184
2369	10189
2369	10234
2369	1025
2369	10252
2369	10256
2369	10261
2369	10272
2369	10283
2369	10296
2369	10312
2369	10362
2369	10398
2369	10418
2369	10455
2369	10491
2369	10567
2369	10568
2369	10577
2369	10636
2369	10642
2369	10678
2369	1069
2369	10811
2369	10848
2369	10899
2369	10999
2369	11047
2369	11151
2369	11214
2369	11217
2369	11258
2369	11342
2369	11343
2369	114907
2369	116541
2369	116988
2369	118460
2369	118987
2369	1211
2369	121665
2369	1230
2369	124446
2369	124976
2369	1263
2369	126695
2369	127544
2369	1293
2369	1296
2369	1317
2369	133308
2369	136227
2369	140578
2369	1436
2369	145864
2369	1459
2369	148479
2369	1499
2369	150223
2369	152503
2369	1537
2369	157695
2369	1591
2369	1604
2369	1609
2369	161291
2369	1615
2369	1638
2369	166647
2369	166929
2369	171024
2369	171586
2369	1733
2369	174
2369	1819
2369	1840
2369	1849
2369	1857
2369	1933
2369	1952
2369	195814
2369	1959
2369	196
2369	196051
2369	196264
2369	1999
2369	201161
2369	2050
2369	2054
2369	2059
2369	212
2369	214
2369	215
2369	2172
2369	2178
2369	218
2369	2209
2369	221476
2369	2260
2369	22795
2369	22800
2369	22822
2369	22836
2369	22859
2369	229
2369	2302
2369	23180
2369	23400
2369	23464
2369	23466
2369	23531
2369	23557
2369	23584
2369	23589
2369	23596
2369	23705
2369	23708
2369	23753
2369	246777
2369	2528
2369	254863
2369	25759
2369	25842
2369	25847
2369	25849
2369	25946
2369	25953
2369	26022
2369	26086
2369	2633
2369	2647
2369	26472
2369	26515
2369	26517
2369	2665
2369	2683
2369	27254
2369	2752
2369	2771
2369	2791
2369	28231
2369	283237
2369	283537
2369	283871
2369	28511
2369	285590
2369	286319
2369	2875
2369	28976
2369	29015
2369	29071
2369	29072
2369	2920
2369	293
2369	2936
2369	2956
2369	2959
2369	2965
2369	2976
2369	29763
2369	29886
2369	29890
2369	29925
2369	29937
2369	29984
2369	30001
2369	3004
2369	3046
2369	3074
2369	30851
2369	3268
2369	3280
2369	338707
2369	3398
2369	340061
2369	3516
2369	3561
2369	3569
2369	3614
2369	362
2369	3659
2369	3673
2369	3691
2369	3692
2369	3693
2369	374395
2369	374969
2369	3800
2369	381
2369	383
2369	3856
2369	3885
2369	388581
2369	3887
2369	388969
2369	390
2369	3916
2369	392
2369	3921
2369	3987
2369	3992
2369	3995
2369	4041
2369	4105
2369	4122
2369	4152
2369	4155
2369	4211
2369	4232
2369	4354
2369	441478
2369	4615
2369	4707
2369	4724
2369	4736
2369	4793
2369	4921
2369	5021
2369	5033
2369	50488
2369	5052
2369	50861
2369	5099
2369	51026
2369	51060
2369	51092
2369	51114
2369	51129
2369	51141
2369	51162
2369	51192
2369	5122
2369	51255
2369	51260
2369	51293
2369	51296
2369	51312
2369	51315
2369	51321
2369	51339
2369	51363
2369	51399
2369	51465
2369	51513
2369	51523
2369	51538
2369	51569
2369	51575
2369	51611
2369	51635
2369	51646
2369	51667
2369	51706
2369	51759
2369	5192
2369	5195
2369	52
2369	5209
2369	5243
2369	5272
2369	5331
2369	5352
2369	54059
2369	5434
2369	54414
2369	54541
2369	54578
2369	54587
2369	54677
2369	54681
2369	54741
2369	54757
2369	54795
2369	54855
2369	54896
2369	54913
2369	54922
2369	54969
2369	55
2369	55052
2369	55075
2369	55076
2369	55089
2369	55146
2369	55194
2369	55203
2369	55256
2369	5527
2369	55274
2369	55313
2369	55324
2369	55505
2369	55544
2369	55588
2369	55601
2369	55603
2369	55611
2369	55621
2369	55686
2369	55707
2369	55738
2369	55769
2369	55776
2369	55845
2369	55860
2369	55890
2369	56006
2369	5603
2369	56259
2369	56271
2369	56833
2369	5688
2369	56892
2369	56902
2369	5694
2369	56944
2369	56954
2369	57001
2369	57060
2369	57181
2369	5724
2369	57666
2369	5810
2369	58490
2369	587
2369	5881
2369	5898
2369	58986
2369	5906
2369	59348
2369	5935
2369	5939
2369	6001
2369	602
2369	604
2369	6129
2369	6136
2369	6137
2369	6154
2369	6159
2369	617
2369	6189
2369	619208
2369	6230
2369	6309
2369	63893
2369	63895
2369	6405
2369	6415
2369	641649
2369	64167
2369	64207
2369	64219
2369	644538
2369	6448
2369	64601
2369	6464
2369	64699
2369	64801
2369	6484
2369	64856
2369	64975
2369	64976
2369	65125
2369	655
2369	6591
2369	66008
2369	661
2369	6624
2369	6643
2369	6659
2369	6668
2369	669
2369	6747
2369	687
2369	6883
2369	6884
2369	6919
2369	7046
2369	7053
2369	7057
2369	7075
2369	7128
2369	7157
2369	727936
2369	7289
2369	7373
2369	7424
2369	7498
2369	7518
2369	7781
2369	7803
2369	7855
2369	79034
2369	79064
2369	79089
2369	79095
2369	79140
2369	79187
2369	79571
2369	79586
2369	79626
2369	79695
2369	79717
2369	79781
2369	79838
2369	79983
2369	8000
2369	80019
2369	80162
2369	80305
2369	80326
2369	80380
2369	80758
2369	80777
2369	8099
2369	81029
2369	8106
2369	8131
2369	81620
2369	81853
2369	81932
2369	8233
2369	8269
2369	8291
2369	8313
2369	8314
2369	83440
2369	83543
2369	83590
2369	83658
2369	837
2369	84000
2369	84141
2369	84232
2369	84266
2369	84879
2369	84883
2369	8508
2369	8519
2369	8543
2369	85450
2369	8559
2369	8626
2369	8675
2369	8694
2369	8703
2369	8717
2369	8751
2369	8780
2369	8784
2369	8828
2369	8842
2369	88745
2369	8877
2369	8891
2369	8905
2369	896
2369	8974
2369	89932
2369	89944
2369	9019
2369	90411
2369	9052
2369	90550
2369	9069
2369	90737
2369	9131
2369	9159
2369	91768
2369	9217
2369	92359
2369	9244
2369	9246
2369	925
2369	9261
2369	9274
2369	92840
2369	93010
2369	9308
2369	931
2369	933
2369	9404
2369	94234
2369	9445
2369	9463
2369	9552
2369	974
2369	9781
2369	9891
2369	9945
2369	9965
2869	10007
2869	10053
2869	10072
2869	10092
2869	10130
2869	10164
2869	10171
2869	10199
2869	102
2869	10216
2869	10223
2869	10245
2869	10262
2869	10267
2869	10287
2869	10404
2869	10412
2869	10451
2869	10475
2869	10486
2869	1050
2869	10535
2869	10627
2869	10742
2869	10766
2869	10897
2869	10912
2869	10945
2869	10991
2869	11031
2869	11079
2869	11117
2869	11163
2869	11164
2869	11173
2869	11226
2869	11231
2869	11235
2869	112616
2869	112770
2869	11282
2869	11336
2869	113419
2869	114793
2869	114897
2869	115362
2869	118429
2869	118487
2869	118788
2869	119559
2869	1236
2869	124044
2869	125988
2869	126308
2869	1264
2869	126917
2869	126969
2869	128866
2869	129080
2869	1305
2869	131583
2869	132014
2869	1347
2869	1349
2869	137797
2869	1397
2869	140609
2869	1429
2869	144455
2869	146433
2869	1465
2869	146760
2869	147040
2869	147645
2869	149603
2869	150274
2869	1525
2869	1536
2869	154467
2869	154807
2869	158
2869	162461
2869	168544
2869	171546
2869	1728
2869	1741
2869	175
2869	1760
2869	1777
2869	1827
2869	1847
2869	1892
2869	1953
2869	200879
2869	203259
2869	2063
2869	2117
2869	2125
2869	2149
2869	219654
2869	219699
2869	2202
2869	221
2869	222658
2869	2242
2869	2252
2869	226
2869	22856
2869	2288
2869	22880
2869	22882
2869	22993
2869	23022
2869	23028
2869	23119
2869	23143
2869	23157
2869	23333
2869	23339
2869	23386
2869	23399
2869	23498
2869	23510
2869	23526
2869	23555
2869	23612
2869	23648
2869	24
